"RESPONSE_CAT","Response","MEASURE","Measure","REGIONTYPE","Geography Level","AEC_FED_2017","Federal Electoral Division","TIME","Year","Value","Flag Codes","Flags"
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",34927,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",83.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",16.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",60.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","BRFD","Bradfield","2017","2017",39.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","CALA","Calare","2017","2017",115497,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","CALA","Calare","2017","2017",89870,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","CALA","Calare","2017","2017",285,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","CALA","Calare","2017","2017",25342,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","CALA","Calare","2017","2017",89870,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","CALA","Calare","2017","2017",54091,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","CALA","Calare","2017","2017",35779,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","CALA","Calare","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","CALA","Calare","2017","2017",77.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","CALA","Calare","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","CALA","Calare","2017","2017",21.9,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","CALA","Calare","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","CALA","Calare","2017","2017",60.2,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","CALA","Calare","2017","2017",39.8,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",108016,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",79573,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",263,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",28180,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",79573,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",32871,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",46702,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",73.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",26.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",41.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","CHIF","Chifley","2017","2017",58.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","COOK","Cook","2017","2017",105251,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","COOK","Cook","2017","2017",86309,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","COOK","Cook","2017","2017",229,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","COOK","Cook","2017","2017",18713,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","COOK","Cook","2017","2017",86309,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","COOK","Cook","2017","2017",47505,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","COOK","Cook","2017","2017",38804,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","COOK","Cook","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","COOK","Cook","2017","2017",82,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","COOK","Cook","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","COOK","Cook","2017","2017",17.8,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","COOK","Cook","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","COOK","Cook","2017","2017",55,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","COOK","Cook","2017","2017",45,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",121322,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",95810,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",315,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",25197,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",95810,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",57493,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",38317,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",79,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",20.8,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",60,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","COWP","Cowper","2017","2017",40,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",113621,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",92746,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",268,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",20607,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",92746,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",60906,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",31840,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",81.6,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",18.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",65.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","CUNN","Cunningham","2017","2017",34.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",114992,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",90462,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",255,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",24275,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",90462,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",59475,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",30987,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",78.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",21.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",65.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","DOBE","Dobell","2017","2017",34.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","EMON","Eden-Monaro","2017","2017",110537,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","EMON","Eden-Monaro","2017","2017",88149,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","EMON","Eden-Monaro","2017","2017",249,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","EMON","Eden-Monaro","2017","2017",22139,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","EMON","Eden-Monaro","2017","2017",88149,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","EMON","Eden-Monaro","2017","2017",57223,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","EMON","Eden-Monaro","2017","2017",30926,,
